family,model,fold,n_test,accuracy,balanced_accuracy,macro_f1,weighted_f1,f1,fn,fp,pr_auc,precision,recall,roc_auc,tn,tp
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_frozen,4,8,0.5,0.5,0.5,0.5,0.5,2,2,0.6916666666666667,0.5,0.5,0.625,2,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_frozen,5,8,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,4,0,1.0,0.0,0.0,1.0,4,0
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_frozen,6,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8571428571428571,1,0,0.95,1.0,0.75,0.9375,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_frozen,7,8,0.75,0.75,0.7333333333333334,0.7333333333333334,0.6666666666666666,2,0,1.0,1.0,0.5,1.0,4,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_frozen,8,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.6666666666666666,1,2,0.6916666666666667,0.6,0.75,0.625,2,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_frozen,9,7,0.7142857142857143,0.75,0.7083333333333333,0.7023809523809523,0.75,0,2,0.9166666666666665,0.6,1.0,0.9166666666666666,2,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_frozen,10,7,0.8571428571428571,0.875,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,1,0.9166666666666665,0.75,1.0,0.9166666666666666,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,1,8,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,4,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,2,8,0.75,0.75,0.75,0.75,0.75,1,1,0.7708333333333333,0.75,0.75,0.75,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,3,8,0.75,0.75,0.75,0.75,0.75,1,1,0.7470238095238095,0.75,0.75,0.6875,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,4,8,0.5,0.5,0.5,0.5,0.5,2,2,0.8166666666666667,0.5,0.5,0.75,2,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,5,8,0.5,0.5,0.3333333333333333,0.3333333333333333,0.0,4,0,1.0,0.0,0.0,1.0,4,0
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,6,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8571428571428571,1,0,0.95,1.0,0.75,0.9375,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,7,8,0.75,0.75,0.7333333333333334,0.7333333333333334,0.6666666666666666,2,0,1.0,1.0,0.5,1.0,4,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,8,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8888888888888888,0,1,0.8041666666666667,0.8,1.0,0.8125,3,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,9,7,0.7142857142857143,0.75,0.7083333333333333,0.7023809523809523,0.75,0,2,1.0,0.6,1.0,1.0,2,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,10,7,0.8571428571428571,0.875,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,1,0.9166666666666665,0.75,1.0,0.9166666666666666,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,1,8,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,4,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,2,8,0.75,0.75,0.75,0.75,0.75,1,1,0.7708333333333333,0.75,0.75,0.75,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,3,8,0.75,0.75,0.75,0.75,0.75,1,1,0.7708333333333333,0.75,0.75,0.75,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,4,8,0.5,0.5,0.5,0.5,0.5,2,2,0.6916666666666667,0.5,0.5,0.625,2,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,5,8,0.625,0.625,0.5636363636363637,0.5636363636363637,0.4,3,0,1.0,1.0,0.25,1.0,4,1
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,6,8,0.75,0.75,0.75,0.75,0.75,1,1,0.95,0.75,0.75,0.9375,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,7,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8571428571428571,1,0,1.0,1.0,0.75,1.0,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,8,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8888888888888888,0,1,0.8875,0.8,1.0,0.875,3,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,9,7,0.5714285714285714,0.625,0.5333333333333333,0.5142857142857143,0.6666666666666666,0,3,0.8666666666666667,0.5,1.0,0.8333333333333333,1,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,10,7,0.8571428571428571,0.875,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,1,1.0,0.75,1.0,1.0,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,1,8,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,4,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,2,8,0.75,0.75,0.75,0.75,0.75,1,1,0.8541666666666666,0.75,0.75,0.8125,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,3,8,0.75,0.75,0.75,0.75,0.75,1,1,0.8541666666666666,0.75,0.75,0.8125,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,4,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.6666666666666666,1,2,0.6916666666666667,0.6,0.75,0.625,2,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,5,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8571428571428571,1,0,1.0,1.0,0.75,1.0,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,6,8,0.75,0.75,0.75,0.75,0.75,1,1,0.8541666666666666,0.75,0.75,0.8125,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,7,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8571428571428571,1,0,1.0,1.0,0.75,1.0,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,8,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8888888888888888,0,1,0.8875,0.8,1.0,0.875,3,4
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,9,7,0.5714285714285714,0.625,0.5333333333333333,0.5142857142857143,0.6666666666666666,0,3,0.9166666666666665,0.5,1.0,0.9166666666666666,1,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,10,7,0.8571428571428571,0.875,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,1,1.0,0.75,1.0,1.0,3,3
jigsaw,jigsaw_multibin_frozen,1,8,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,4,4
jigsaw,jigsaw_multibin_frozen,2,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8888888888888888,0,1,1.0,0.8,1.0,1.0,3,4
jigsaw,jigsaw_multibin_frozen,3,8,0.75,0.75,0.75,0.75,0.75,1,1,0.8125,0.75,0.75,0.6875,3,3
jigsaw,jigsaw_multibin_frozen,4,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.5714285714285714,2,1,0.8041666666666667,0.6666666666666666,0.5,0.8125,3,2
jigsaw,jigsaw_multibin_frozen,5,8,0.75,0.75,0.7333333333333334,0.7333333333333334,0.6666666666666666,2,0,0.8541666666666666,1.0,0.5,0.8125,4,2
jigsaw,jigsaw_multibin_frozen,6,8,0.75,0.75,0.75,0.75,0.75,1,1,0.9166666666666666,0.75,0.75,0.875,3,3
jigsaw,jigsaw_multibin_frozen,7,8,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,4,4
jigsaw,jigsaw_multibin_frozen,8,8,0.5,0.5,0.4666666666666667,0.4666666666666667,0.3333333333333333,3,1,0.5428571428571428,0.5,0.25,0.5,3,1
jigsaw,jigsaw_multibin_frozen,9,7,0.7142857142857143,0.75,0.7083333333333333,0.7023809523809523,0.75,0,2,0.8055555555555556,0.6,1.0,0.8333333333333334,2,3
jigsaw,jigsaw_multibin_frozen,10,7,0.7142857142857143,0.7083333333333333,0.7083333333333333,0.7142857142857143,0.6666666666666666,1,1,0.9166666666666665,0.6666666666666666,0.6666666666666666,0.9166666666666666,3,2
jigsaw,jigsaw_multibin_unfreeze_last_1,1,8,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,4,4
jigsaw,jigsaw_multibin_unfreeze_last_1,2,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8888888888888888,0,1,1.0,0.8,1.0,1.0,3,4
jigsaw,jigsaw_multibin_unfreeze_last_1,3,8,0.75,0.75,0.75,0.75,0.75,1,1,0.8125,0.75,0.75,0.6875,3,3
jigsaw,jigsaw_multibin_unfreeze_last_1,4,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.5714285714285714,2,1,0.8041666666666667,0.6666666666666666,0.5,0.8125,3,2
jigsaw,jigsaw_multibin_unfreeze_last_1,5,8,0.75,0.75,0.75,0.75,0.75,1,1,0.95,0.75,0.75,0.9375,3,3
jigsaw,jigsaw_multibin_unfreeze_last_1,6,8,0.75,0.75,0.75,0.75,0.75,1,1,0.9166666666666666,0.75,0.75,0.875,3,3
jigsaw,jigsaw_multibin_unfreeze_last_1,7,8,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,4,4
jigsaw,jigsaw_multibin_unfreeze_last_1,8,8,0.5,0.5,0.4666666666666667,0.4666666666666667,0.3333333333333333,3,1,0.525,0.5,0.25,0.4375,3,1
jigsaw,jigsaw_multibin_unfreeze_last_1,9,7,0.8571428571428571,0.875,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,1,0.8055555555555556,0.75,1.0,0.8333333333333334,3,3
jigsaw,jigsaw_multibin_unfreeze_last_1,10,7,0.7142857142857143,0.7083333333333333,0.7083333333333333,0.7142857142857143,0.6666666666666666,1,1,0.9166666666666665,0.6666666666666666,0.6666666666666666,0.9166666666666666,3,2
jigsaw,jigsaw_multibin_unfreeze_last_2,1,8,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,4,4
jigsaw,jigsaw_multibin_unfreeze_last_2,2,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8888888888888888,0,1,0.95,0.8,1.0,0.9375,3,4
jigsaw,jigsaw_multibin_unfreeze_last_2,3,8,0.75,0.75,0.75,0.75,0.75,1,1,0.7291666666666666,0.75,0.75,0.625,3,3
jigsaw,jigsaw_multibin_unfreeze_last_2,4,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.5714285714285714,2,1,0.6791666666666667,0.6666666666666666,0.5,0.75,3,2
jigsaw,jigsaw_multibin_unfreeze_last_2,5,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8571428571428571,1,0,0.95,1.0,0.75,0.9375,4,3
jigsaw,jigsaw_multibin_unfreeze_last_2,6,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8571428571428571,1,0,0.9166666666666666,1.0,0.75,0.875,4,3
jigsaw,jigsaw_multibin_unfreeze_last_2,7,8,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,4,4
jigsaw,jigsaw_multibin_unfreeze_last_2,8,8,0.375,0.375,0.36507936507936506,0.36507936507936506,0.4444444444444444,2,3,0.5,0.4,0.5,0.375,1,2
jigsaw,jigsaw_multibin_unfreeze_last_2,9,7,0.7142857142857143,0.75,0.7083333333333333,0.7023809523809523,0.75,0,2,0.9166666666666665,0.6,1.0,0.9166666666666666,2,3
jigsaw,jigsaw_multibin_unfreeze_last_2,10,7,0.5714285714285714,0.5833333333333333,0.5714285714285714,0.5714285714285714,0.5714285714285714,1,2,0.8666666666666667,0.5,0.6666666666666666,0.8333333333333333,2,2
jigsaw,jigsaw_multibin_unfreeze_last_3,1,8,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,4,4
jigsaw,jigsaw_multibin_unfreeze_last_3,2,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8888888888888888,0,1,0.8875,0.8,1.0,0.875,3,4
jigsaw,jigsaw_multibin_unfreeze_last_3,3,8,0.75,0.75,0.75,0.75,0.75,1,1,0.7470238095238095,0.75,0.75,0.6875,3,3
jigsaw,jigsaw_multibin_unfreeze_last_3,4,8,0.75,0.75,0.75,0.75,0.75,1,1,0.8041666666666667,0.75,0.75,0.8125,3,3
jigsaw,jigsaw_multibin_unfreeze_last_3,5,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.5714285714285714,2,1,0.8875,0.6666666666666666,0.5,0.875,3,2
jigsaw,jigsaw_multibin_unfreeze_last_3,6,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.6666666666666666,1,2,0.65,0.6,0.75,0.5,2,3
jigsaw,jigsaw_multibin_unfreeze_last_3,7,8,1.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,1.0,4,4
jigsaw,jigsaw_multibin_unfreeze_last_3,8,8,0.25,0.25,0.25,0.25,0.25,3,3,0.4511904761904762,0.25,0.25,0.3125,1,1
jigsaw,jigsaw_multibin_unfreeze_last_3,9,7,0.5714285714285714,0.625,0.5333333333333333,0.5142857142857143,0.6666666666666666,0,3,0.9166666666666665,0.5,1.0,0.9166666666666666,1,3
jigsaw,jigsaw_multibin_unfreeze_last_3,10,7,0.7142857142857143,0.75,0.7083333333333333,0.7023809523809523,0.75,0,2,0.9166666666666665,0.6,1.0,0.9166666666666666,2,3
