family,model,fold,n_test,accuracy,balanced_accuracy,macro_f1,weighted_f1,f1,fn,fp,pr_auc,precision,recall,roc_auc,tn,tp
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,5,8,0.75,0.75,0.7333333333333334,0.7333333333333334,0.6666666666666666,2,0,0.8875,1.0,0.5,0.875,4,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,6,8,0.25,0.25,0.2,0.2,0.0,4,2,0.5011904761904762,0.0,0.0,0.4375,2,0
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,7,8,0.75,0.75,0.75,0.75,0.75,1,1,0.8041666666666667,0.75,0.75,0.8125,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,8,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.6666666666666666,1,2,0.8541666666666666,0.6,0.75,0.8125,2,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,9,7,0.5714285714285714,0.5416666666666666,0.5333333333333333,0.5523809523809524,0.4,2,1,0.7555555555555555,0.5,0.3333333333333333,0.75,3,1
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_1,10,7,0.7142857142857143,0.7083333333333333,0.7083333333333333,0.7142857142857143,0.6666666666666666,1,1,0.8055555555555556,0.6666666666666666,0.6666666666666666,0.8333333333333334,3,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,1,8,0.625,0.6333333333333333,0.6190476190476191,0.6309523809523809,0.5714285714285714,1,2,0.4777777777777778,0.5,0.6666666666666666,0.6,3,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,2,8,0.5,0.5333333333333333,0.5,0.5,0.5,1,3,0.5317460317460317,0.4,0.6666666666666666,0.6,2,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,3,8,0.625,0.6333333333333333,0.6190476190476191,0.6309523809523809,0.5714285714285714,1,2,0.8666666666666667,0.5,0.6666666666666666,0.8666666666666667,3,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,4,8,0.75,0.7333333333333334,0.7333333333333334,0.75,0.6666666666666666,1,1,0.9166666666666666,0.6666666666666666,0.6666666666666666,0.9333333333333333,4,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,5,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8571428571428571,1,0,1.0,1.0,0.75,1.0,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,6,8,0.5,0.5,0.4666666666666667,0.4666666666666667,0.3333333333333333,3,1,0.525,0.5,0.25,0.4375,3,1
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,7,8,0.75,0.75,0.75,0.75,0.75,1,1,0.95,0.75,0.75,0.9375,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,8,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.5714285714285714,2,1,0.8875,0.6666666666666666,0.5,0.875,3,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,9,7,0.42857142857142855,0.41666666666666663,0.41666666666666663,0.42857142857142855,0.3333333333333333,2,2,0.7,0.3333333333333333,0.3333333333333333,0.6666666666666666,2,1
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_2,10,7,0.7142857142857143,0.7083333333333333,0.7083333333333333,0.7142857142857143,0.6666666666666666,1,1,0.8666666666666667,0.6666666666666666,0.6666666666666666,0.8333333333333333,3,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,1,8,0.25,0.2,0.2,0.25,0.0,3,3,0.33730158730158727,0.0,0.0,0.2666666666666666,2,0
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,2,8,0.625,0.6333333333333333,0.6190476190476191,0.6309523809523809,0.5714285714285714,1,2,0.6805555555555556,0.5,0.6666666666666666,0.6,3,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,3,8,0.625,0.6333333333333333,0.6190476190476191,0.6309523809523809,0.5714285714285714,1,2,0.8666666666666667,0.5,0.6666666666666666,0.8666666666666667,3,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,4,8,0.875,0.9,0.873015873015873,0.876984126984127,0.8571428571428571,0,1,0.9166666666666666,0.75,1.0,0.9333333333333333,4,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,5,8,0.75,0.75,0.7333333333333334,0.7333333333333334,0.6666666666666666,2,0,1.0,1.0,0.5,1.0,4,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,6,8,0.5,0.5,0.4666666666666667,0.4666666666666667,0.3333333333333333,3,1,0.5666666666666667,0.5,0.25,0.5,3,1
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,7,8,0.75,0.75,0.75,0.75,0.75,1,1,0.95,0.75,0.75,0.9375,3,3
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,8,8,0.75,0.75,0.7333333333333334,0.7333333333333334,0.6666666666666666,2,0,0.95,1.0,0.5,0.9375,4,2
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,9,7,0.5714285714285714,0.5416666666666666,0.5333333333333333,0.5523809523809524,0.4,2,1,0.7,0.5,0.3333333333333333,0.6666666666666666,3,1
masking,combine_unique_MetaboLights_Workbench_Water_EDTA_Suppressed_rowMinMax_v3_20260725_085527_bs32_mr0.20-0.60_ps1024_best_unfreeze_last_3,10,7,0.8571428571428571,0.8333333333333333,0.8444444444444444,0.8507936507936508,0.8,1,0,0.8666666666666667,1.0,0.6666666666666666,0.8333333333333333,4,2
jigsaw,jigsaw_multibin_frozen,1,8,0.75,0.7333333333333334,0.7333333333333334,0.75,0.6666666666666666,1,1,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.8,4,2
jigsaw,jigsaw_multibin_frozen,2,8,0.375,0.3666666666666667,0.36507936507936506,0.38492063492063494,0.2857142857142857,2,3,0.44285714285714284,0.25,0.3333333333333333,0.4666666666666666,2,1
jigsaw,jigsaw_multibin_frozen,3,8,0.625,0.7,0.6190476190476191,0.6071428571428571,0.6666666666666666,0,3,0.6666666666666667,0.5,1.0,0.6666666666666666,2,3
jigsaw,jigsaw_multibin_frozen,4,8,0.75,0.7333333333333334,0.7333333333333334,0.75,0.6666666666666666,1,1,0.5888888888888888,0.6666666666666666,0.6666666666666666,0.7333333333333333,4,2
jigsaw,jigsaw_multibin_frozen,5,8,0.75,0.75,0.75,0.75,0.75,1,1,0.8875,0.75,0.75,0.875,3,3
jigsaw,jigsaw_multibin_frozen,6,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.5714285714285714,2,1,0.6458333333333333,0.6666666666666666,0.5,0.6875,3,2
jigsaw,jigsaw_multibin_frozen,7,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.5714285714285714,2,1,0.7470238095238095,0.6666666666666666,0.5,0.6875,3,2
jigsaw,jigsaw_multibin_frozen,8,8,0.375,0.375,0.2727272727272727,0.2727272727272727,0.0,4,1,0.6220238095238095,0.0,0.0,0.625,3,0
jigsaw,jigsaw_multibin_frozen,9,7,0.8571428571428571,0.875,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,1,0.6388888888888888,0.75,1.0,0.75,3,3
jigsaw,jigsaw_multibin_frozen,10,7,0.5714285714285714,0.5416666666666666,0.5333333333333333,0.5523809523809524,0.4,2,1,0.5888888888888889,0.5,0.3333333333333333,0.6666666666666666,3,1
jigsaw,jigsaw_multibin_unfreeze_last_1,1,8,0.75,0.7333333333333334,0.7333333333333334,0.75,0.6666666666666666,1,1,0.8095238095238095,0.6666666666666666,0.6666666666666666,0.7333333333333333,4,2
jigsaw,jigsaw_multibin_unfreeze_last_1,2,8,0.375,0.3666666666666667,0.36507936507936506,0.38492063492063494,0.2857142857142857,2,3,0.4666666666666667,0.25,0.3333333333333333,0.5333333333333333,2,1
jigsaw,jigsaw_multibin_unfreeze_last_1,3,8,0.625,0.6333333333333333,0.6190476190476191,0.6309523809523809,0.5714285714285714,1,2,0.6666666666666667,0.5,0.6666666666666666,0.6666666666666666,3,2
jigsaw,jigsaw_multibin_unfreeze_last_1,4,8,0.625,0.6333333333333333,0.6190476190476191,0.6309523809523809,0.5714285714285714,1,2,0.5888888888888888,0.5,0.6666666666666666,0.7333333333333333,3,2
jigsaw,jigsaw_multibin_unfreeze_last_1,5,8,0.75,0.75,0.75,0.75,0.75,1,1,0.8875,0.75,0.75,0.875,3,3
jigsaw,jigsaw_multibin_unfreeze_last_1,6,8,0.5,0.5,0.4666666666666667,0.4666666666666667,0.3333333333333333,3,1,0.6458333333333333,0.5,0.25,0.6875,3,1
jigsaw,jigsaw_multibin_unfreeze_last_1,7,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.5714285714285714,2,1,0.6845238095238095,0.6666666666666666,0.5,0.5625,3,2
jigsaw,jigsaw_multibin_unfreeze_last_1,8,8,0.375,0.375,0.2727272727272727,0.2727272727272727,0.0,4,1,0.5428571428571428,0.0,0.0,0.5,3,0
jigsaw,jigsaw_multibin_unfreeze_last_1,9,7,0.8571428571428571,0.875,0.8571428571428571,0.8571428571428571,0.8571428571428571,0,1,0.6388888888888888,0.75,1.0,0.75,3,3
jigsaw,jigsaw_multibin_unfreeze_last_1,10,7,0.5714285714285714,0.5416666666666666,0.5333333333333333,0.5523809523809524,0.4,2,1,0.5888888888888889,0.5,0.3333333333333333,0.6666666666666666,3,1
jigsaw,jigsaw_multibin_unfreeze_last_2,1,8,0.625,0.6333333333333333,0.6190476190476191,0.6309523809523809,0.5714285714285714,1,2,0.8095238095238095,0.5,0.6666666666666666,0.7333333333333333,3,2
jigsaw,jigsaw_multibin_unfreeze_last_2,2,8,0.375,0.3666666666666667,0.36507936507936506,0.38492063492063494,0.2857142857142857,2,3,0.4206349206349206,0.25,0.3333333333333333,0.39999999999999997,2,1
jigsaw,jigsaw_multibin_unfreeze_last_2,3,8,0.75,0.8,0.75,0.75,0.75,0,2,0.5333333333333333,0.6,1.0,0.6666666666666666,3,3
jigsaw,jigsaw_multibin_unfreeze_last_2,4,8,0.75,0.8,0.75,0.75,0.75,0,2,0.6388888888888888,0.6,1.0,0.8,3,3
jigsaw,jigsaw_multibin_unfreeze_last_2,5,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8571428571428571,1,0,0.95,1.0,0.75,0.9375,4,3
jigsaw,jigsaw_multibin_unfreeze_last_2,6,8,0.375,0.375,0.2727272727272727,0.2727272727272727,0.0,4,1,0.6458333333333333,0.0,0.0,0.6875,3,0
jigsaw,jigsaw_multibin_unfreeze_last_2,7,8,0.625,0.625,0.6190476190476191,0.6190476190476191,0.5714285714285714,2,1,0.5595238095238095,0.6666666666666666,0.5,0.5,3,2
jigsaw,jigsaw_multibin_unfreeze_last_2,8,8,0.375,0.375,0.2727272727272727,0.2727272727272727,0.0,4,1,0.5666666666666667,0.0,0.0,0.5625,3,0
jigsaw,jigsaw_multibin_unfreeze_last_2,9,7,0.7142857142857143,0.75,0.7083333333333333,0.7023809523809523,0.75,0,2,0.6388888888888888,0.6,1.0,0.75,2,3
jigsaw,jigsaw_multibin_unfreeze_last_2,10,7,0.7142857142857143,0.7083333333333333,0.7083333333333333,0.7142857142857143,0.6666666666666666,1,1,0.5888888888888889,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,2
jigsaw,jigsaw_multibin_unfreeze_last_3,1,8,0.75,0.7333333333333334,0.7333333333333334,0.75,0.6666666666666666,1,1,0.8095238095238095,0.6666666666666666,0.6666666666666666,0.7333333333333333,4,2
jigsaw,jigsaw_multibin_unfreeze_last_3,2,8,0.25,0.26666666666666666,0.25,0.25,0.25,2,4,0.5873015873015872,0.2,0.3333333333333333,0.4666666666666666,1,1
jigsaw,jigsaw_multibin_unfreeze_last_3,3,8,0.625,0.7,0.6190476190476191,0.6071428571428571,0.6666666666666666,0,3,0.5333333333333333,0.5,1.0,0.6666666666666666,2,3
jigsaw,jigsaw_multibin_unfreeze_last_3,4,8,0.875,0.9,0.873015873015873,0.876984126984127,0.8571428571428571,0,1,0.6388888888888888,0.75,1.0,0.8,4,3
jigsaw,jigsaw_multibin_unfreeze_last_3,5,8,0.875,0.875,0.873015873015873,0.873015873015873,0.8571428571428571,1,0,0.95,1.0,0.75,0.9375,4,3
jigsaw,jigsaw_multibin_unfreeze_last_3,6,8,0.5,0.5,0.4666666666666667,0.4666666666666667,0.3333333333333333,3,1,0.6083333333333333,0.5,0.25,0.625,3,1
jigsaw,jigsaw_multibin_unfreeze_last_3,7,8,0.5,0.5,0.4666666666666667,0.4666666666666667,0.3333333333333333,3,1,0.7095238095238094,0.5,0.25,0.625,3,1
jigsaw,jigsaw_multibin_unfreeze_last_3,8,8,0.25,0.25,0.2,0.2,0.0,4,2,0.5249999999999999,0.0,0.0,0.5,2,0
jigsaw,jigsaw_multibin_unfreeze_last_3,9,7,0.7142857142857143,0.75,0.7083333333333333,0.7023809523809523,0.75,0,2,0.8666666666666667,0.6,1.0,0.8333333333333333,2,3
jigsaw,jigsaw_multibin_unfreeze_last_3,10,7,0.7142857142857143,0.7083333333333333,0.7083333333333333,0.7142857142857143,0.6666666666666666,1,1,0.6388888888888888,0.6666666666666666,0.6666666666666666,0.75,3,2
