label_column,rank,approach,model_display,weighted_f1,accuracy,macro_f1
combined_status,16.0,jigsaw,bin_512_unfreeze_last_1,0.4353789532780238,0.4608695652173913,0.3820301291248206
combined_status,17.0,jigsaw,bin_2048_unfreeze_last_2,0.4345743976567588,0.4434782608695652,0.3962507222669824
combined_status,18.0,jigsaw,bin_256_unfreeze_last_2,0.4273204214667629,0.417391304347826,0.3975991671113622
combined_status,19.0,jigsaw,bin_1024_unfreeze_last_3,0.4212194901484403,0.417391304347826,0.3873028751077532
combined_status,20.0,jigsaw,bin_512_frozen,0.4173525487984538,0.4521739130434782,0.361279355465402
combined_status,21.0,jigsaw,bin_1024_unfreeze_last_2,0.4128764780414859,0.408695652173913,0.3785848522294305
combined_status,22.0,jigsaw,bin_2048_unfreeze_last_3,0.4044832414879195,0.408695652173913,0.3670158296345005
combined_status,23.0,jigsaw,bin_1024_frozen,0.3993519595764544,0.408695652173913,0.36588595092422
combined_status,24.0,jigsaw,bin_256_unfreeze_last_3,0.3979248824179318,0.3826086956521739,0.3713614518044713
combined_status,25.0,jigsaw,bin_256_unfreeze_last_1,0.3976834293696525,0.4,0.3655170682730924
combined_status,26.0,jigsaw,bin_1024_unfreeze_last_1,0.3964721289389482,0.4,0.3666962861699703
combined_status,27.0,jigsaw,bin_256_frozen,0.3798905225142106,0.391304347826087,0.3485015353549836
