family,model,accuracy,balanced_accuracy,macro_f1,weighted_f1,f1,fn,fp,pr_auc,precision,recall,roc_auc,tn,tp,source,label_column,confusion_matrix,macro_precision,macro_recall,macro_roc_auc_ovr,approach,model_display,tune_mode,jigsaw_backbone,label_display
jigsaw,jigsaw_multibin_unfreeze_last_2,0.7043478260869566,0.706060606060606,0.7043254688445251,0.704213682632368,0.7068965517241379,14.0,20.0,0.7544348135099795,0.6721311475409836,0.7454545454545455,0.7654545454545455,40.0,41.0,jigsaw,cancer_status,,,,,jigsaw,multibin_unfreeze_last_2,unfreeze_last_2,multibin,Cancer
jigsaw,jigsaw_multibin_unfreeze_last_3,0.6695652173913044,0.6712121212121211,0.6695402298850575,0.669415292353823,0.6724137931034483,16.0,22.0,0.7427640639756298,0.639344262295082,0.7090909090909091,0.7469696969696971,38.0,39.0,jigsaw,cancer_status,,,,,jigsaw,multibin_unfreeze_last_3,unfreeze_last_3,multibin,Cancer
foundation,frozen,0.6,0.5969696969696969,0.5963064713064713,0.597985347985348,0.5576923076923077,26.0,20.0,0.621085524224785,0.5918367346938775,0.5272727272727272,0.696969696969697,40.0,29.0,masking,cancer_status,,,,,masking,frozen,frozen,frozen,Cancer
foundation,unfreeze_last_1,0.6521739130434783,0.6499999999999999,0.6500304321363359,0.6512212548625261,0.6226415094339622,22.0,18.0,0.6495153790987162,0.6470588235294118,0.6,0.7272727272727273,42.0,33.0,masking,cancer_status,,,,,masking,unfreeze_last_1,unfreeze_last_1,unfreeze_last_1,Cancer
foundation,unfreeze_last_2,0.6695652173913044,0.6674242424242425,0.6675289105295192,0.6686601921193998,0.6415094339622641,21.0,17.0,0.6511520965115452,0.6666666666666666,0.6181818181818182,0.7224242424242424,43.0,34.0,masking,cancer_status,,,,,masking,unfreeze_last_2,unfreeze_last_2,unfreeze_last_2,Cancer
foundation,unfreeze_last_3,0.7130434782608696,0.7121212121212122,0.7122602168473728,0.7129129346919535,0.6972477064220184,17.0,16.0,0.6938310109772218,0.7037037037037037,0.6909090909090909,0.759090909090909,44.0,38.0,masking,cancer_status,,,,,masking,unfreeze_last_3,unfreeze_last_3,unfreeze_last_3,Cancer
classical,logistic_regression,0.782608695652174,0.7795454545454545,0.7802155798486354,0.7812127114334432,0.7572815533980582,16.0,9.0,0.8358336659066451,0.8125,0.7090909090909091,0.8245454545454546,51.0,39.0,jigsaw,diabetes_status,,,,,classical,logistic_regression,n/a,logistic_regression,Diabetes
classical,svm_rbf,0.6608695652173913,0.6583333333333333,0.6582857142857143,0.6595776397515527,0.6285714285714286,22.0,17.0,0.7424404945882371,0.66,0.6,0.7090909090909091,43.0,33.0,jigsaw,diabetes_status,,,,,classical,svm_rbf,n/a,svm_rbf,Diabetes
classical,xgboost,0.6347826086956522,0.6333333333333333,0.6334244080145719,0.6343945513582007,0.6111111111111112,22.0,20.0,0.7367395842194837,0.6226415094339622,0.6,0.6990909090909091,40.0,33.0,jigsaw,diabetes_status,,,,,classical,xgboost,n/a,xgboost,Diabetes
jigsaw,jigsaw_bin_1024_frozen,0.5739130434782609,0.571969696969697,0.5718410455132589,0.5731360442413852,0.5420560747663551,26.0,23.0,0.5600838240525807,0.5576923076923077,0.5272727272727272,0.6039393939393939,37.0,29.0,jigsaw,diabetes_status,,,,,jigsaw,bin_1024_frozen,frozen,bin_1024,Diabetes
jigsaw,jigsaw_bin_1024_unfreeze_last_1,0.591304347826087,0.5916666666666667,0.5911806973753877,0.591489823502136,0.584070796460177,22.0,25.0,0.560635101413175,0.5689655172413793,0.6,0.623030303030303,35.0,33.0,jigsaw,diabetes_status,,,,,jigsaw,bin_1024_unfreeze_last_1,unfreeze_last_1,bin_1024,Diabetes
jigsaw,jigsaw_bin_1024_unfreeze_last_2,0.5391304347826087,0.5446969696969697,0.5340570292791071,0.5319431103193147,0.5826771653543307,18.0,35.0,0.553449568409279,0.5138888888888888,0.6727272727272727,0.5936363636363636,25.0,37.0,jigsaw,diabetes_status,,,,,jigsaw,bin_1024_unfreeze_last_2,unfreeze_last_2,bin_1024,Diabetes
jigsaw,jigsaw_bin_1024_unfreeze_last_3,0.5478260869565217,0.5522727272727272,0.5450395617772368,0.5434914922331896,0.5806451612903226,19.0,33.0,0.5557546289171946,0.5217391304347826,0.6545454545454545,0.5742424242424243,27.0,36.0,jigsaw,diabetes_status,,,,,jigsaw,bin_1024_unfreeze_last_3,unfreeze_last_3,bin_1024,Diabetes
jigsaw,jigsaw_bin_2048_frozen,0.591304347826087,0.5924242424242424,0.591304347826087,0.591304347826087,0.591304347826087,21.0,26.0,0.5488972043020879,0.5666666666666667,0.6181818181818182,0.6075757575757575,34.0,34.0,jigsaw,diabetes_status,,,,,jigsaw,bin_2048_frozen,frozen,bin_2048,Diabetes
jigsaw,jigsaw_bin_2048_unfreeze_last_1,0.6,0.6007575757575758,0.5999697519661222,0.6001209921355112,0.5964912280701754,21.0,25.0,0.5625654891643073,0.576271186440678,0.6181818181818182,0.6354545454545454,35.0,34.0,jigsaw,diabetes_status,,,,,jigsaw,bin_2048_unfreeze_last_1,unfreeze_last_1,bin_2048,Diabetes
jigsaw,jigsaw_bin_2048_unfreeze_last_2,0.6260869565217392,0.6295454545454546,0.6250663431647585,0.6242158320339414,0.6446280991735537,16.0,27.0,0.5602962136734668,0.5909090909090909,0.7090909090909091,0.6384848484848485,33.0,39.0,jigsaw,diabetes_status,,,,,jigsaw,bin_2048_unfreeze_last_2,unfreeze_last_2,bin_2048,Diabetes
jigsaw,jigsaw_bin_2048_unfreeze_last_3,0.6086956521739131,0.6098484848484849,0.6086956521739131,0.6086956521739131,0.6086956521739131,20.0,25.0,0.5598654252044946,0.5833333333333334,0.6363636363636364,0.6215151515151516,35.0,35.0,jigsaw,diabetes_status,,,,,jigsaw,bin_2048_unfreeze_last_3,unfreeze_last_3,bin_2048,Diabetes
jigsaw,jigsaw_bin_256_frozen,0.4956521739130435,0.4954545454545455,0.4953087167070218,0.4958811453837245,0.4821428571428571,28.0,30.0,0.5040509821093779,0.4736842105263157,0.4909090909090909,0.516969696969697,30.0,27.0,jigsaw,diabetes_status,,,,,jigsaw,bin_256_frozen,frozen,bin_256,Diabetes
jigsaw,jigsaw_bin_256_unfreeze_last_1,0.5043478260869565,0.5053030303030303,0.5043478260869565,0.5043478260869565,0.5043478260869565,26.0,31.0,0.5484775673811659,0.4833333333333333,0.5272727272727272,0.5442424242424243,29.0,29.0,jigsaw,diabetes_status,,,,,jigsaw,bin_256_unfreeze_last_1,unfreeze_last_1,bin_256,Diabetes
jigsaw,jigsaw_bin_256_unfreeze_last_2,0.4956521739130435,0.4992424242424242,0.4937765634486946,0.4924368416884454,0.5245901639344263,23.0,35.0,0.5484459909234012,0.4776119402985074,0.5818181818181818,0.5454545454545455,25.0,32.0,jigsaw,diabetes_status,,,,,jigsaw,bin_256_unfreeze_last_2,unfreeze_last_2,bin_256,Diabetes
jigsaw,jigsaw_bin_256_unfreeze_last_3,0.5130434782608696,0.5166666666666666,0.5112325440194293,0.5099390195612576,0.5409836065573771,22.0,34.0,0.5356429551597736,0.4925373134328358,0.6,0.5278787878787878,26.0,33.0,jigsaw,diabetes_status,,,,,jigsaw,bin_256_unfreeze_last_3,unfreeze_last_3,bin_256,Diabetes
jigsaw,jigsaw_bin_512_frozen,0.5652173913043478,0.5666666666666667,0.5651845130066546,0.5650201215181883,0.5689655172413793,22.0,28.0,0.5018053385686346,0.5409836065573771,0.6,0.5603030303030302,32.0,33.0,jigsaw,diabetes_status,,,,,jigsaw,bin_512_frozen,frozen,bin_512,Diabetes
jigsaw,jigsaw_bin_512_unfreeze_last_1,0.5565217391304348,0.5568181818181819,0.5563875652371227,0.5567229999704029,0.5486725663716814,24.0,27.0,0.524564818977672,0.5344827586206896,0.5636363636363636,0.5757575757575757,33.0,31.0,jigsaw,diabetes_status,,,,,jigsaw,bin_512_unfreeze_last_1,unfreeze_last_1,bin_512,Diabetes
jigsaw,jigsaw_bin_512_unfreeze_last_2,0.5304347826086957,0.531060606060606,0.5303992740471869,0.5305768168547305,0.5263157894736842,25.0,29.0,0.5283069866005046,0.5084745762711864,0.5454545454545454,0.5654545454545454,31.0,30.0,jigsaw,diabetes_status,,,,,jigsaw,bin_512_unfreeze_last_2,unfreeze_last_2,bin_512,Diabetes
jigsaw,jigsaw_bin_512_unfreeze_last_3,0.5391304347826087,0.5454545454545454,0.5321974057870904,0.5297213240029767,0.5891472868217055,17.0,36.0,0.5421832032992671,0.5135135135135135,0.6909090909090909,0.5778787878787879,24.0,38.0,jigsaw,diabetes_status,,,,,jigsaw,bin_512_unfreeze_last_3,unfreeze_last_3,bin_512,Diabetes
jigsaw,jigsaw_multibin_frozen,0.6695652173913044,0.6681818181818182,0.6683363691560413,0.6692141178955148,0.6481481481481481,20.0,18.0,0.6041664306694887,0.660377358490566,0.6363636363636364,0.703030303030303,42.0,35.0,jigsaw,diabetes_status,,,,,jigsaw,multibin_frozen,frozen,multibin,Diabetes
jigsaw,jigsaw_multibin_unfreeze_last_1,0.6434782608695652,0.6416666666666666,0.6417445482866043,0.6428281186509549,0.616822429906542,22.0,19.0,0.6012061558189586,0.6346153846153846,0.6,0.6906060606060606,41.0,33.0,jigsaw,diabetes_status,,,,,jigsaw,multibin_unfreeze_last_1,unfreeze_last_1,multibin,Diabetes
jigsaw,jigsaw_multibin_unfreeze_last_2,0.6347826086956522,0.6348484848484848,0.6345338983050848,0.634948415622697,0.625,20.0,22.0,0.5959144243887148,0.6140350877192983,0.6363636363636364,0.6784848484848485,38.0,35.0,jigsaw,diabetes_status,,,,,jigsaw,multibin_unfreeze_last_2,unfreeze_last_2,multibin,Diabetes
jigsaw,jigsaw_multibin_unfreeze_last_3,0.5826086956521739,0.5856060606060607,0.5818181818181818,0.5810276679841897,0.6,19.0,29.0,0.5926892323357928,0.5538461538461539,0.6545454545454545,0.660909090909091,31.0,36.0,jigsaw,diabetes_status,,,,,jigsaw,multibin_unfreeze_last_3,unfreeze_last_3,multibin,Diabetes
foundation,frozen,0.591304347826087,0.5924242424242424,0.591304347826087,0.591304347826087,0.591304347826087,21.0,26.0,0.5839090915452659,0.5666666666666667,0.6181818181818182,0.6345454545454546,34.0,34.0,masking,diabetes_status,,,,,masking,frozen,frozen,frozen,Diabetes
foundation,unfreeze_last_1,0.6,0.6015151515151516,0.5999697519661222,0.5998185117967333,0.603448275862069,20.0,26.0,0.6016959314769882,0.5737704918032787,0.6363636363636364,0.636969696969697,34.0,35.0,masking,diabetes_status,,,,,masking,unfreeze_last_1,unfreeze_last_1,unfreeze_last_1,Diabetes
foundation,unfreeze_last_2,0.6173913043478261,0.6189393939393939,0.617362371445856,0.6172177069360056,0.6206896551724138,19.0,25.0,0.6361547226547328,0.5901639344262295,0.6545454545454545,0.6675757575757575,35.0,36.0,masking,diabetes_status,,,,,masking,unfreeze_last_2,unfreeze_last_2,unfreeze_last_2,Diabetes
foundation,unfreeze_last_3,0.7217391304347827,0.7212121212121212,0.7212121212121212,0.7217391304347827,0.7090909090909091,16.0,16.0,0.7694076368339592,0.7090909090909091,0.7090909090909091,0.7542424242424244,44.0,39.0,masking,diabetes_status,,,,,masking,unfreeze_last_3,unfreeze_last_3,unfreeze_last_3,Diabetes
classical,logistic_regression,0.5739130434782609,0.5322614691809737,0.5316204540888085,0.577736020476802,,,,,,,,,,jigsaw,combined_status,"[[12, 5, 4, 1], [5, 23, 4, 6], [5, 0, 26, 7], [1, 4, 7, 5]]",0.5344483416587599,0.5322614691809737,0.7822110477158914,classical,logistic_regression,n/a,logistic_regression,Combined
classical,svm_rbf,0.4782608695652174,0.511539544047284,0.4795816862773103,0.4868215074360816,,,,,,,,,,jigsaw,combined_status,"[[16, 1, 3, 2], [8, 13, 5, 12], [5, 1, 17, 15], [0, 4, 4, 9]]",0.5147459165154266,0.511539544047284,0.6981437659181591,classical,svm_rbf,n/a,svm_rbf,Combined
classical,xgboost,0.5652173913043478,0.5094286518435125,0.5030538302277433,0.5484900531100909,,,,,,,,,,jigsaw,combined_status,"[[12, 9, 1, 0], [8, 21, 8, 1], [3, 2, 29, 4], [1, 5, 8, 3]]",0.5182505875440658,0.5094286518435125,0.7808398710618683,classical,xgboost,n/a,xgboost,Combined
jigsaw,jigsaw_bin_1024_frozen,0.408695652173913,0.3622994652406416,0.36588595092422,0.3993519595764544,,,,,,,,,,jigsaw,combined_status,"[[6, 12, 4, 0], [5, 18, 11, 4], [3, 11, 20, 4], [1, 7, 6, 3]]",0.3838830376940133,0.3622994652406416,0.6653502271413273,jigsaw,bin_1024_frozen,frozen,bin_1024,Combined
jigsaw,jigsaw_bin_1024_unfreeze_last_1,0.4,0.3638474528567407,0.3666962861699703,0.3964721289389482,,,,,,,,,,jigsaw,combined_status,"[[6, 9, 5, 2], [6, 18, 9, 5], [3, 12, 18, 5], [1, 7, 5, 4]]",0.3756977085781433,0.3638474528567407,0.6609361216318601,jigsaw,bin_1024_unfreeze_last_1,unfreeze_last_1,bin_1024,Combined
jigsaw,jigsaw_bin_1024_unfreeze_last_2,0.408695652173913,0.3718688432310723,0.3785848522294305,0.4128764780414859,,,,,,,,,,jigsaw,combined_status,"[[8, 9, 3, 2], [5, 17, 8, 8], [2, 11, 19, 6], [2, 8, 4, 3]]",0.3912710698314413,0.3718688432310723,0.6579200363584236,jigsaw,bin_1024_unfreeze_last_2,unfreeze_last_2,bin_1024,Combined
jigsaw,jigsaw_bin_1024_unfreeze_last_3,0.417391304347826,0.3832324795947087,0.3873028751077532,0.4212194901484403,,,,,,,,,,jigsaw,combined_status,"[[9, 7, 4, 2], [5, 18, 8, 7], [3, 9, 18, 8], [2, 6, 6, 3]]",0.3934210526315789,0.3832324795947087,0.6605193088193759,jigsaw,bin_1024_unfreeze_last_3,unfreeze_last_3,bin_1024,Combined
jigsaw,jigsaw_bin_2048_frozen,0.4608695652173913,0.4032155924570785,0.4065886392009987,0.4463509743255713,,,,,,,,,,jigsaw,combined_status,"[[8, 12, 2, 0], [3, 21, 10, 4], [2, 12, 22, 2], [1, 6, 8, 2]]",0.439250700280112,0.4032155924570785,0.6443432752017307,jigsaw,bin_2048_frozen,frozen,bin_2048,Combined
jigsaw,jigsaw_bin_2048_unfreeze_last_1,0.4608695652173913,0.4080002814522938,0.4067997059462923,0.4469807484614538,,,,,,,,,,jigsaw,combined_status,"[[9, 10, 3, 0], [4, 19, 11, 4], [4, 8, 23, 3], [1, 6, 8, 2]]",0.4187984496124031,0.4080002814522938,0.6526457781754467,jigsaw,bin_2048_unfreeze_last_1,unfreeze_last_1,bin_2048,Combined
jigsaw,jigsaw_bin_2048_unfreeze_last_2,0.4434782608695652,0.3933999437095412,0.3962507222669824,0.4345743976567588,,,,,,,,,,jigsaw,combined_status,"[[7, 11, 3, 1], [4, 19, 10, 5], [4, 8, 22, 4], [0, 6, 8, 3]]",0.4102204965577058,0.3933999437095412,0.6579060625639358,jigsaw,bin_2048_unfreeze_last_2,unfreeze_last_2,bin_2048,Combined
jigsaw,jigsaw_bin_2048_unfreeze_last_3,0.408695652173913,0.367084154235857,0.3670158296345005,0.4044832414879195,,,,,,,,,,jigsaw,combined_status,"[[7, 10, 4, 1], [8, 16, 8, 6], [4, 8, 21, 5], [1, 5, 8, 3]]",0.3681128830519074,0.367084154235857,0.6353196935511355,jigsaw,bin_2048_unfreeze_last_3,unfreeze_last_3,bin_2048,Combined
jigsaw,jigsaw_bin_256_frozen,0.391304347826087,0.3457993245144948,0.3485015353549836,0.3798905225142106,,,,,,,,,,jigsaw,combined_status,"[[7, 12, 3, 0], [2, 19, 14, 3], [4, 13, 17, 4], [2, 5, 8, 2]]",0.3703514739229024,0.3457993245144948,0.6110828418417839,jigsaw,bin_256_frozen,frozen,bin_256,Combined
jigsaw,jigsaw_bin_256_unfreeze_last_1,0.4,0.3619476498733465,0.3655170682730924,0.3976834293696525,,,,,,,,,,jigsaw,combined_status,"[[9, 11, 1, 1], [4, 18, 11, 5], [3, 11, 17, 7], [2, 5, 8, 2]]",0.3731981981981982,0.3619476498733465,0.6287336048789017,jigsaw,bin_256_unfreeze_last_1,unfreeze_last_1,bin_256,Combined
jigsaw,jigsaw_bin_256_unfreeze_last_2,0.417391304347826,0.3942443005910498,0.3975991671113622,0.4273204214667629,,,,,,,,,,jigsaw,combined_status,"[[13, 7, 1, 1], [6, 15, 8, 9], [2, 6, 18, 12], [2, 4, 9, 2]]",0.4043251811594202,0.3942443005910498,0.6311095745598749,jigsaw,bin_256_unfreeze_last_2,unfreeze_last_2,bin_256,Combined
jigsaw,jigsaw_bin_256_unfreeze_last_3,0.3826086956521739,0.3602589361103293,0.3713614518044713,0.3979248824179318,,,,,,,,,,jigsaw,combined_status,"[[8, 9, 2, 3], [2, 16, 8, 12], [3, 8, 16, 11], [1, 3, 9, 4]]",0.4015873015873015,0.3602589361103293,0.6420301567146384,jigsaw,bin_256_unfreeze_last_3,unfreeze_last_3,bin_256,Combined
jigsaw,jigsaw_bin_512_frozen,0.4521739130434782,0.3803827751196172,0.361279355465402,0.4173525487984538,,,,,,,,,,jigsaw,combined_status,"[[8, 12, 2, 0], [5, 20, 13, 0], [2, 10, 24, 2], [0, 8, 9, 0]]",0.3583333333333333,0.3803827751196172,0.6674013948842387,jigsaw,bin_512_frozen,frozen,bin_512,Combined
jigsaw,jigsaw_bin_512_unfreeze_last_1,0.4608695652173913,0.3965311004784689,0.3820301291248206,0.4353789532780238,,,,,,,,,,jigsaw,combined_status,"[[10, 9, 2, 1], [6, 19, 12, 1], [1, 9, 24, 4], [1, 7, 9, 0]]",0.3745030088115194,0.3965311004784689,0.6918244686360422,jigsaw,bin_512_unfreeze_last_1,unfreeze_last_1,bin_512,Combined
jigsaw,jigsaw_bin_512_unfreeze_last_2,0.4608695652173913,0.3998733464677737,0.4031965502851579,0.4467591670849788,,,,,,,,,,jigsaw,combined_status,"[[9, 12, 0, 1], [3, 21, 11, 3], [1, 12, 22, 3], [0, 8, 8, 1]]",0.4375298683139226,0.3998733464677737,0.6993181050781171,jigsaw,bin_512_unfreeze_last_2,unfreeze_last_2,bin_512,Combined
jigsaw,jigsaw_bin_512_unfreeze_last_3,0.4347826086956521,0.3963903743315508,0.4093616231235866,0.4447808346354596,,,,,,,,,,jigsaw,combined_status,"[[9, 8, 0, 5], [2, 21, 11, 4], [2, 7, 17, 12], [1, 5, 8, 3]]",0.4380686217576461,0.3963903743315508,0.6766832678433312,jigsaw,bin_512_unfreeze_last_3,unfreeze_last_3,bin_512,Combined
jigsaw,jigsaw_multibin_frozen,0.5217391304347826,0.4492682240360259,0.4421376951864756,0.4996611063419123,,,,,,,,,,jigsaw,combined_status,"[[8, 7, 6, 1], [6, 24, 6, 2], [3, 7, 26, 2], [2, 5, 8, 2]]",0.4575309608703254,0.4492682240360259,0.6939640650209769,jigsaw,multibin_frozen,frozen,multibin,Combined
jigsaw,jigsaw_multibin_unfreeze_last_1,0.4956521739130435,0.4362158739093724,0.4349347205222358,0.4822386603515867,,,,,,,,,,jigsaw,combined_status,"[[6, 8, 7, 1], [5, 21, 8, 4], [3, 5, 26, 4], [2, 4, 7, 4]]",0.4442476383265857,0.4362158739093724,0.6903589572887343,jigsaw,multibin_unfreeze_last_1,unfreeze_last_1,multibin,Combined
jigsaw,jigsaw_multibin_unfreeze_last_2,0.4521739130434782,0.3904095130875317,0.3879860942679279,0.4408595120339417,,,,,,,,,,jigsaw,combined_status,"[[5, 11, 5, 1], [7, 22, 5, 4], [3, 7, 22, 6], [1, 6, 7, 3]]",0.3922872869883739,0.3904095130875317,0.6936961696238921,jigsaw,multibin_unfreeze_last_2,unfreeze_last_2,multibin,Combined
jigsaw,jigsaw_multibin_unfreeze_last_3,0.4695652173913043,0.419821277793414,0.4173691548691548,0.4636520993042732,,,,,,,,,,jigsaw,combined_status,"[[5, 9, 5, 3], [4, 22, 6, 6], [4, 6, 22, 6], [1, 5, 6, 5]]",0.4237637362637362,0.419821277793414,0.6788083500107869,jigsaw,multibin_unfreeze_last_3,unfreeze_last_3,multibin,Combined
foundation,frozen,0.4869565217391304,0.4066985645933014,0.3881804470039763,0.4456161059741623,,,,,,,,,,masking,combined_status,"[[8, 12, 2, 0], [1, 27, 10, 0], [2, 15, 21, 0], [0, 10, 7, 0]]",0.4185369318181818,0.4066985645933014,0.6461450377341862,masking,frozen,frozen,frozen,Combined
