family,model,accuracy,balanced_accuracy,macro_f1,weighted_f1,f1,fn,fp,pr_auc,precision,recall,roc_auc,tn,tp
jigsaw,jigsaw_bin_256_unfreeze_last_3,0.6521739130434783,0.6568181818181819,0.6500304321363359,0.6488396094101458,0.6774193548387096,13,27,0.7211286067562641,0.6086956521739131,0.7636363636363637,0.7375757575757576,33,42
jigsaw,jigsaw_bin_512_frozen,0.6956521739130435,0.6946969696969697,0.69482144211085,0.6955137186126779,0.6788990825688074,18,17,0.6645667761116661,0.6851851851851852,0.6727272727272727,0.7290909090909091,43,37
jigsaw,jigsaw_bin_512_unfreeze_last_1,0.6695652173913044,0.6681818181818182,0.6683363691560413,0.6692141178955148,0.6481481481481481,20,18,0.7036486155074837,0.660377358490566,0.6363636363636364,0.756969696969697,42,35
jigsaw,jigsaw_bin_512_unfreeze_last_2,0.6782608695652174,0.678030303030303,0.6778711484593838,0.6783582998416758,0.6666666666666666,18,19,0.6972950515563184,0.6607142857142857,0.6727272727272727,0.746969696969697,41,37
jigsaw,jigsaw_bin_512_unfreeze_last_3,0.6347826086956522,0.6356060606060606,0.6347549909255898,0.6348930797759015,0.631578947368421,19,23,0.7089441521140731,0.6101694915254238,0.6545454545454545,0.7542424242424242,37,36
jigsaw,jigsaw_bin_1024_frozen,0.6434782608695652,0.6409090909090909,0.6407619047619049,0.642120082815735,0.6095238095238096,23,18,0.6708122563243542,0.64,0.5818181818181818,0.6845454545454545,42,32
jigsaw,jigsaw_bin_1024_unfreeze_last_1,0.6695652173913044,0.6666666666666666,0.6665140415140415,0.66790093964007,0.6346153846153846,22,16,0.6944692186092922,0.673469387755102,0.6,0.7124242424242424,44,33
jigsaw,jigsaw_bin_1024_unfreeze_last_2,0.6695652173913044,0.6666666666666666,0.6665140415140415,0.66790093964007,0.6346153846153846,22,16,0.6967448952117726,0.673469387755102,0.6,0.7206060606060606,44,33
jigsaw,jigsaw_bin_1024_unfreeze_last_3,0.6608695652173913,0.6621212121212121,0.6608695652173913,0.6608695652173913,0.6608695652173913,17,22,0.7284663481041351,0.6333333333333333,0.6909090909090909,0.7212121212121213,38,38
jigsaw,jigsaw_bin_2048_frozen,0.6521739130434783,0.6530303030303031,0.6521476104053237,0.6522791235960967,0.6491228070175439,18,22,0.6883176397057057,0.6271186440677966,0.6727272727272727,0.7112121212121212,38,37
jigsaw,jigsaw_bin_2048_unfreeze_last_1,0.6695652173913044,0.668939393939394,0.668939393939394,0.6695652173913044,0.6545454545454545,19,19,0.7160179851413435,0.6545454545454545,0.6545454545454545,0.7415151515151515,41,36
jigsaw,jigsaw_bin_2048_unfreeze_last_2,0.6695652173913044,0.6712121212121211,0.6695402298850575,0.669415292353823,0.6724137931034483,16,22,0.7687444833099418,0.639344262295082,0.7090909090909091,0.7639393939393939,38,39
jigsaw,jigsaw_bin_2048_unfreeze_last_3,0.6782608695652174,0.6803030303030303,0.6781635277210498,0.677920173110631,0.6837606837606838,15,22,0.7611668063562407,0.6451612903225806,0.7272727272727273,0.7709090909090909,38,40
jigsaw,jigsaw_multibin_frozen,0.7304347826086957,0.7303030303030302,0.7301082595200242,0.7305164133808635,0.7207207207207207,15,16,0.7309529757208183,0.7142857142857143,0.7272727272727273,0.7596969696969698,44,40
jigsaw,jigsaw_multibin_unfreeze_last_1,0.7304347826086957,0.7295454545454545,0.7296989915838956,0.7303121507712289,0.7155963302752294,16,15,0.7421499616639027,0.7222222222222222,0.7090909090909091,0.7633333333333333,45,39
jigsaw,jigsaw_multibin_unfreeze_last_2,0.7217391304347827,0.7219696969696969,0.7215496368038741,0.7218654595220549,0.7142857142857143,15,17,0.7439060470718747,0.7017543859649122,0.7272727272727273,0.7596969696969698,43,40
jigsaw,jigsaw_multibin_unfreeze_last_3,0.7478260869565218,0.7492424242424243,0.7478260869565218,0.7478260869565218,0.7478260869565218,12,17,0.7575149666624466,0.7166666666666667,0.7818181818181819,0.7703030303030303,43,43
