family,model,accuracy,balanced_accuracy,macro_f1,weighted_f1,f1,fn,fp,pr_auc,precision,recall,roc_auc,tn,tp
jigsaw,jigsaw_bin_256_unfreeze_last_3,0.5043478260869565,0.5083333333333333,0.5019375427399134,0.5004311156480115,0.5365853658536586,22,35,0.5642571792992215,0.4852941176470588,0.6,0.5596969696969697,25,33
jigsaw,jigsaw_bin_512_frozen,0.6173913043478261,0.6204545454545455,0.6166666666666667,0.6159420289855072,0.6333333333333333,17,27,0.5073265939328505,0.5846153846153846,0.6909090909090909,0.5827272727272728,33,38
jigsaw,jigsaw_bin_512_unfreeze_last_1,0.591304347826087,0.5924242424242424,0.591304347826087,0.591304347826087,0.591304347826087,21,26,0.5365261191096169,0.5666666666666667,0.6181818181818182,0.5863636363636364,34,34
jigsaw,jigsaw_bin_512_unfreeze_last_2,0.591304347826087,0.5931818181818183,0.5911806973753877,0.5908715712486393,0.5982905982905983,20,27,0.5302464293577436,0.5645161290322581,0.6363636363636364,0.5681818181818181,33,35
jigsaw,jigsaw_bin_512_unfreeze_last_3,0.5217391304347826,0.5272727272727273,0.516474275666998,0.514280586180421,0.5669291338582677,19,36,0.5677853252777281,0.5,0.6545454545454545,0.5787878787878787,24,36
jigsaw,jigsaw_bin_1024_frozen,0.5652173913043478,0.5651515151515152,0.5649213075060533,0.5654147805032108,0.5535714285714286,24,26,0.5585690610296518,0.543859649122807,0.5636363636363636,0.6066666666666667,34,31
jigsaw,jigsaw_bin_1024_unfreeze_last_1,0.5739130434782609,0.5742424242424242,0.5737841313062553,0.5741064117362693,0.5663716814159292,23,26,0.5600408620198531,0.5517241379310345,0.5818181818181818,0.616969696969697,34,32
jigsaw,jigsaw_bin_1024_unfreeze_last_2,0.591304347826087,0.5977272727272728,0.5851561900376084,0.5829604193988661,0.6356589147286822,14,33,0.5517925648180131,0.5540540540540541,0.7454545454545455,0.6051515151515152,27,41
jigsaw,jigsaw_bin_1024_unfreeze_last_3,0.5565217391304348,0.5606060606060606,0.5543651698199225,0.5530173140008523,0.5853658536585366,19,32,0.5213672316337598,0.5294117647058824,0.6545454545454545,0.566969696969697,28,36
jigsaw,jigsaw_bin_2048_frozen,0.6086956521739131,0.6090909090909091,0.6085772634445201,0.6088732352680025,0.6017699115044248,21,24,0.567944654689827,0.5862068965517241,0.6181818181818182,0.6318181818181818,36,34
jigsaw,jigsaw_bin_2048_unfreeze_last_1,0.6,0.6007575757575758,0.5999697519661222,0.6001209921355112,0.5964912280701754,21,25,0.5931351756644295,0.576271186440678,0.6181818181818182,0.6463636363636364,35,34
jigsaw,jigsaw_bin_2048_unfreeze_last_2,0.6086956521739131,0.6128787878787879,0.6067927968999316,0.6056035123536931,0.6341463414634146,16,29,0.5775098750066956,0.5735294117647058,0.7090909090909091,0.6406060606060607,31,39
jigsaw,jigsaw_bin_2048_unfreeze_last_3,0.6173913043478261,0.6234848484848485,0.6124387254901961,0.6105338874680307,0.65625,13,31,0.5684633255625509,0.5753424657534246,0.7636363636363637,0.626969696969697,29,42
jigsaw,jigsaw_multibin_frozen,0.6260869565217392,0.625,0.6250663431647585,0.6259168542955756,0.6055045871559633,22,21,0.5752916950250166,0.6111111111111112,0.6,0.6842424242424243,39,33
jigsaw,jigsaw_multibin_unfreeze_last_1,0.6521739130434783,0.6515151515151515,0.6515151515151515,0.6521739130434783,0.6363636363636364,20,20,0.5837784669329299,0.6363636363636364,0.6363636363636364,0.69,40,35
jigsaw,jigsaw_multibin_unfreeze_last_2,0.6173913043478261,0.6166666666666667,0.6166666666666667,0.6173913043478261,0.6,22,22,0.5818652502651264,0.6,0.6,0.6763636363636364,38,33
jigsaw,jigsaw_multibin_unfreeze_last_3,0.6347826086956522,0.6393939393939394,0.6325319537431527,0.6312815898806531,0.6612903225806451,14,28,0.5969372918484568,0.5942028985507246,0.7454545454545455,0.6812121212121213,32,41
